"content_id","title","description","total_seasons","imdb_score","release_dates","play_time","content_rating","total_episodes","content_type","imdb_link","last_updated","imdb_score_votes","rating_details","languages"
254,"The Good, the Bad and the Ugly","A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.",1,"8.9","29 December 1967 (USA)","2h 58min",10,1,2,"http://www.imdb.com/title/tt0060196/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_9","2017-12-21 15:57:32.241503",559564,"{'total_votes': 559564, 'females': {'aged_18_29': {'total_votes': 15625, 'rating': 8.5}, 'aged_under_18': {'total_votes': 113, 'rating': 8.7}, 'aged_30_44': {'total_votes': 14159, 'rating': 8.4}, 'aged_over_45': {'total_votes': 6094, 'rating': 8.1}, 'all_votes': {'total_votes': 37621, 'rating': 8.4}}, 'votes_per_ratings': {'1': 9421, '5': 6454, '8': 106045, '2': 1629, '3': 1936, '6': 14093, '4': 2766, '7': 43971, '10': 210361, '9': 162888}, 'all_genders': {'aged_18_29': {'total_votes': 174438, 'rating': 9.0}, 'aged_under_18': {'total_votes': 1169, 'rating': 9.1}, 'aged_30_44': {'total_votes': 201943, 'rating': 8.9}, 'aged_over_45': {'total_votes': 58284, 'rating': 8.7}, 'all_votes': {'total_votes': 559564, 'rating': 8.9}}, 'males': {'aged_18_29': {'total_votes': 157537, 'rating': 9.0}, 'aged_under_18': {'total_votes': 1048, 'rating': 9.1}, 'aged_30_44': {'total_votes': 185687, 'rating': 8.9}, 'aged_over_45': {'total_votes': 51344, 'rating': 8.7}, 'all_votes': {'total_votes': 414064, 'rating': 8.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt0060196/ratings?ref_=tt_ov_rt'}","['Italian']"
255,"The Lord of the Rings: The Fellowship of the Ring","A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle Earth from the Dark Lord Sauron.",1,"8.8","19 December 2001 (USA)","2h 58min",9,1,2,"http://www.imdb.com/title/tt0120737/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_11","2017-12-21 15:57:39.066331",1369891,"{'total_votes': 1369891, 'females': {'aged_18_29': {'total_votes': 93468, 'rating': 8.9}, 'aged_under_18': {'total_votes': 790, 'rating': 8.8}, 'aged_30_44': {'total_votes': 71410, 'rating': 8.8}, 'aged_over_45': {'total_votes': 17044, 'rating': 8.6}, 'all_votes': {'total_votes': 193811, 'rating': 8.8}}, 'votes_per_ratings': {'1': 24991, '5': 18482, '8': 253744, '2': 5972, '3': 7017, '6': 37798, '4': 8939, '7': 106730, '10': 527716, '9': 378502}, 'all_genders': {'aged_18_29': {'total_votes': 460861, 'rating': 8.9}, 'aged_under_18': {'total_votes': 3773, 'rating': 8.9}, 'aged_30_44': {'total_votes': 451727, 'rating': 8.7}, 'aged_over_45': {'total_votes': 99559, 'rating': 8.6}, 'all_votes': {'total_votes': 1369891, 'rating': 8.8}}, 'males': {'aged_18_29': {'total_votes': 363672, 'rating': 9.0}, 'aged_under_18': {'total_votes': 2963, 'rating': 8.9}, 'aged_30_44': {'total_votes': 374589, 'rating': 8.7}, 'aged_over_45': {'total_votes': 80720, 'rating': 8.6}, 'all_votes': {'total_votes': 872893, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt0120737/ratings?ref_=tt_ov_rt'}","['English', 'Sindarin']"
256,"Star Wars: Episode V - The Empire Strikes Back","After the rebels are overpowered by the Empire on their newly established base, Luke Skywalker begins Jedi training with Yoda. His friends accept shelter from a questionable ally as Darth Vader hunts them in a plan to capture Luke.",1,"8.8","20 June 1980 (USA)","2h 4min",8,1,2,"http://www.imdb.com/title/tt0080684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_13","2017-12-21 15:57:54.275622",945961,"{'total_votes': 945961, 'females': {'aged_18_29': {'total_votes': 39356, 'rating': 8.5}, 'aged_under_18': {'total_votes': 456, 'rating': 8.8}, 'aged_30_44': {'total_votes': 36427, 'rating': 8.5}, 'aged_over_45': {'total_votes': 11624, 'rating': 8.4}, 'all_votes': {'total_votes': 92877, 'rating': 8.5}}, 'votes_per_ratings': {'1': 13589, '5': 12422, '8': 195107, '2': 2914, '3': 3460, '6': 28502, '4': 5159, '7': 86459, '10': 338296, '9': 260053}, 'all_genders': {'aged_18_29': {'total_votes': 277277, 'rating': 8.7}, 'aged_under_18': {'total_votes': 3450, 'rating': 9.0}, 'aged_30_44': {'total_votes': 330184, 'rating': 8.8}, 'aged_over_45': {'total_votes': 83381, 'rating': 8.6}, 'all_votes': {'total_votes': 945961, 'rating': 8.8}}, 'males': {'aged_18_29': {'total_votes': 235638, 'rating': 8.8}, 'aged_under_18': {'total_votes': 2970, 'rating': 9.1}, 'aged_30_44': {'total_votes': 289938, 'rating': 8.8}, 'aged_over_45': {'total_votes': 70560, 'rating': 8.7}, 'all_votes': {'total_votes': 634790, 'rating': 8.8}}, 'rating_page_link': 'http://www.imdb.com/title/tt0080684/ratings?ref_=tt_ov_rt'}","['English']"
267,"Psycho","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",1,"8.5","8 September 1960 (USA)","1h 49min",10,1,2,"http://www.imdb.com/title/tt0054215/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_35","2017-12-21 16:00:22.663299",476739,"{'total_votes': 476739, 'females': {'aged_18_29': {'total_votes': 33795, 'rating': 8.5}, 'aged_under_18': {'total_votes': 257, 'rating': 8.6}, 'aged_30_44': {'total_votes': 27795, 'rating': 8.4}, 'aged_over_45': {'total_votes': 9276, 'rating': 8.5}, 'all_votes': {'total_votes': 74635, 'rating': 8.5}}, 'votes_per_ratings': {'1': 4111, '5': 7825, '8': 125264, '2': 1337, '3': 1900, '6': 19922, '4': 3179, '7': 60051, '10': 118810, '9': 134340}, 'all_genders': {'aged_18_29': {'total_votes': 146554, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1245, 'rating': 8.9}, 'aged_30_44': {'total_votes': 163540, 'rating': 8.5}, 'aged_over_45': {'total_votes': 53145, 'rating': 8.5}, 'all_votes': {'total_votes': 476739, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 111598, 'rating': 8.6}, 'aged_under_18': {'total_votes': 977, 'rating': 8.9}, 'aged_30_44': {'total_votes': 133964, 'rating': 8.5}, 'aged_over_45': {'total_votes': 43112, 'rating': 8.5}, 'all_votes': {'total_votes': 301829, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0054215/ratings?ref_=tt_ov_rt'}","['English']"
257,"The Lord of the Rings: The Two Towers","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",1,"8.7","18 December 2002 (USA)","2h 59min",9,1,2,"http://www.imdb.com/title/tt0167261/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_15","2017-12-21 15:57:59.588035",1221689,"{'total_votes': 1221689, 'females': {'aged_18_29': {'total_votes': 82975, 'rating': 8.8}, 'aged_under_18': {'total_votes': 652, 'rating': 8.7}, 'aged_30_44': {'total_votes': 62652, 'rating': 8.6}, 'aged_over_45': {'total_votes': 14570, 'rating': 8.4}, 'all_votes': {'total_votes': 170626, 'rating': 8.7}}, 'votes_per_ratings': {'1': 19306, '5': 16847, '8': 249903, '2': 5057, '3': 5726, '6': 36378, '4': 7733, '7': 105312, '10': 430061, '9': 345366}, 'all_genders': {'aged_18_29': {'total_votes': 420834, 'rating': 8.9}, 'aged_under_18': {'total_votes': 3327, 'rating': 8.9}, 'aged_30_44': {'total_votes': 400941, 'rating': 8.6}, 'aged_over_45': {'total_votes': 84391, 'rating': 8.5}, 'all_votes': {'total_votes': 1221689, 'rating': 8.7}}, 'males': {'aged_18_29': {'total_votes': 334481, 'rating': 8.9}, 'aged_under_18': {'total_votes': 2656, 'rating': 8.9}, 'aged_30_44': {'total_votes': 333417, 'rating': 8.6}, 'aged_over_45': {'total_votes': 68400, 'rating': 8.5}, 'all_votes': {'total_votes': 785228, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0167261/ratings?ref_=tt_ov_rt'}","['English', 'Sindarin', 'Old English']"
258,"Goodfellas","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his Mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",1,"8.7","21 September 1990 (USA)","2h 26min",10,1,2,"http://www.imdb.com/title/tt0099685/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_17","2017-12-21 15:58:09.155165",813914,"{'total_votes': 813914, 'females': {'aged_18_29': {'total_votes': 27205, 'rating': 8.4}, 'aged_under_18': {'total_votes': 161, 'rating': 8.7}, 'aged_30_44': {'total_votes': 29102, 'rating': 8.4}, 'aged_over_45': {'total_votes': 10103, 'rating': 8.3}, 'all_votes': {'total_votes': 70097, 'rating': 8.4}}, 'votes_per_ratings': {'1': 5571, '5': 8881, '8': 196017, '2': 1792, '3': 2535, '6': 23404, '4': 3814, '7': 78807, '10': 235644, '9': 257449}, 'all_genders': {'aged_18_29': {'total_votes': 249189, 'rating': 8.7}, 'aged_under_18': {'total_votes': 1530, 'rating': 9.0}, 'aged_30_44': {'total_votes': 295892, 'rating': 8.7}, 'aged_over_45': {'total_votes': 72310, 'rating': 8.6}, 'all_votes': {'total_votes': 813914, 'rating': 8.7}}, 'males': {'aged_18_29': {'total_votes': 220133, 'rating': 8.7}, 'aged_under_18': {'total_votes': 1357, 'rating': 9.0}, 'aged_30_44': {'total_votes': 263642, 'rating': 8.7}, 'aged_over_45': {'total_votes': 61124, 'rating': 8.6}, 'all_votes': {'total_votes': 575523, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0099685/ratings?ref_=tt_ov_rt'}","['English', 'Italian']"
259,"Seven Samurai","A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.",1,"8.7","19 November 1956 (USA)","3h 27min","",1,2,"http://www.imdb.com/title/tt0047478/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_19","2017-12-21 15:58:14.868408",254495,"{'total_votes': 254495, 'females': {'aged_18_29': {'total_votes': 6017, 'rating': 8.2}, 'aged_under_18': {'total_votes': 35, 'rating': 7.6}, 'aged_30_44': {'total_votes': 8128, 'rating': 8.3}, 'aged_over_45': {'total_votes': 3580, 'rating': 7.5}, 'all_votes': {'total_votes': 18332, 'rating': 8.2}}, 'votes_per_ratings': {'1': 8263, '5': 4475, '8': 47752, '2': 1481, '3': 1581, '6': 8709, '4': 2076, '7': 22972, '10': 91785, '9': 65401}, 'all_genders': {'aged_18_29': {'total_votes': 63549, 'rating': 8.7}, 'aged_under_18': {'total_votes': 362, 'rating': 8.7}, 'aged_30_44': {'total_votes': 104658, 'rating': 8.7}, 'aged_over_45': {'total_votes': 31321, 'rating': 8.7}, 'all_votes': {'total_votes': 254495, 'rating': 8.7}}, 'males': {'aged_18_29': {'total_votes': 57061, 'rating': 8.7}, 'aged_under_18': {'total_votes': 327, 'rating': 8.8}, 'aged_30_44': {'total_votes': 95479, 'rating': 8.7}, 'aged_over_45': {'total_votes': 27281, 'rating': 8.7}, 'all_votes': {'total_votes': 185982, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0047478/ratings?ref_=tt_ov_rt'}","['Japanese']"
260,"City of God","Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer.",1,"8.6","13 February 2004 (USA)","2h 10min",10,1,2,"http://www.imdb.com/title/tt0317248/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_21","2017-12-21 15:58:22.865848",587866,"{'total_votes': 587866, 'females': {'aged_18_29': {'total_votes': 26863, 'rating': 8.5}, 'aged_under_18': {'total_votes': 106, 'rating': 8.5}, 'aged_30_44': {'total_votes': 25383, 'rating': 8.5}, 'aged_over_45': {'total_votes': 4347, 'rating': 7.5}, 'all_votes': {'total_votes': 59285, 'rating': 8.4}}, 'votes_per_ratings': {'1': 8467, '5': 6744, '8': 139102, '2': 1942, '3': 2092, '6': 16066, '4': 3084, '7': 52501, '10': 164149, '9': 193719}, 'all_genders': {'aged_18_29': {'total_votes': 196744, 'rating': 8.7}, 'aged_under_18': {'total_votes': 737, 'rating': 8.9}, 'aged_30_44': {'total_votes': 234469, 'rating': 8.7}, 'aged_over_45': {'total_votes': 35079, 'rating': 8.2}, 'all_votes': {'total_votes': 587866, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 168311, 'rating': 8.8}, 'aged_under_18': {'total_votes': 626, 'rating': 8.9}, 'aged_30_44': {'total_votes': 206600, 'rating': 8.7}, 'aged_over_45': {'total_votes': 30228, 'rating': 8.3}, 'all_votes': {'total_votes': 424160, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0317248/ratings?ref_=tt_ov_rt'}","['Portuguese']"
261,"The Silence of the Lambs","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",1,"8.6","14 February 1991 (USA)","1h 58min",10,1,2,"http://www.imdb.com/title/tt0102926/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_23","2017-12-21 15:58:29.04761",1006028,"{'total_votes': 1006028, 'females': {'aged_18_29': {'total_votes': 69082, 'rating': 8.6}, 'aged_under_18': {'total_votes': 523, 'rating': 8.7}, 'aged_30_44': {'total_votes': 56935, 'rating': 8.6}, 'aged_over_45': {'total_votes': 15438, 'rating': 8.6}, 'all_votes': {'total_votes': 150914, 'rating': 8.6}}, 'votes_per_ratings': {'1': 4984, '5': 10093, '8': 277444, '2': 1968, '3': 2549, '6': 28477, '4': 4164, '7': 105913, '10': 237469, '9': 332967}, 'all_genders': {'aged_18_29': {'total_votes': 315384, 'rating': 8.6}, 'aged_under_18': {'total_votes': 2289, 'rating': 8.8}, 'aged_30_44': {'total_votes': 343476, 'rating': 8.6}, 'aged_over_45': {'total_votes': 87733, 'rating': 8.6}, 'all_votes': {'total_votes': 1006028, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 243758, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1747, 'rating': 8.8}, 'aged_30_44': {'total_votes': 282511, 'rating': 8.6}, 'aged_over_45': {'total_votes': 70947, 'rating': 8.6}, 'all_votes': {'total_votes': 634018, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0102926/ratings?ref_=tt_ov_rt'}","['English']"
262,"Life Is Beautiful","When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",1,"8.6","12 February 1999 (USA)","1h 56min",9,1,2,"http://www.imdb.com/title/tt0118799/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_25","2017-12-21 15:58:34.80189",484976,"{'total_votes': 484976, 'females': {'aged_18_29': {'total_votes': 43349, 'rating': 9.0}, 'aged_under_18': {'total_votes': 294, 'rating': 8.8}, 'aged_30_44': {'total_votes': 33969, 'rating': 8.8}, 'aged_over_45': {'total_votes': 6839, 'rating': 8.0}, 'all_votes': {'total_votes': 89539, 'rating': 8.8}}, 'votes_per_ratings': {'1': 6388, '5': 6758, '8': 100709, '2': 2060, '3': 2313, '6': 14851, '4': 3363, '7': 41428, '10': 158520, '9': 148586}, 'all_genders': {'aged_18_29': {'total_votes': 157127, 'rating': 8.8}, 'aged_under_18': {'total_votes': 1097, 'rating': 8.6}, 'aged_30_44': {'total_votes': 172846, 'rating': 8.6}, 'aged_over_45': {'total_votes': 37442, 'rating': 8.0}, 'all_votes': {'total_votes': 484976, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 112320, 'rating': 8.7}, 'aged_under_18': {'total_votes': 794, 'rating': 8.6}, 'aged_30_44': {'total_votes': 136531, 'rating': 8.5}, 'aged_over_45': {'total_votes': 30014, 'rating': 8.0}, 'all_votes': {'total_votes': 294703, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0118799/ratings?ref_=tt_ov_rt'}","['Italian', 'German', 'English']"
263,"Léon: The Professional","Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.",1,"8.6","18 November 1994 (USA)","1h 50min",10,1,2,"http://www.imdb.com/title/tt0110413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_27","2017-12-21 15:59:58.833181",820137,"{'total_votes': 820137, 'females': {'aged_18_29': {'total_votes': 50369, 'rating': 8.7}, 'aged_under_18': {'total_votes': 401, 'rating': 8.9}, 'aged_30_44': {'total_votes': 39245, 'rating': 8.6}, 'aged_over_45': {'total_votes': 8598, 'rating': 8.2}, 'all_votes': {'total_votes': 104232, 'rating': 8.6}}, 'votes_per_ratings': {'1': 4729, '5': 8665, '8': 211088, '2': 1513, '3': 2005, '6': 24656, '4': 3559, '7': 86893, '10': 217025, '9': 260004}, 'all_genders': {'aged_18_29': {'total_votes': 263776, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1543, 'rating': 8.7}, 'aged_30_44': {'total_votes': 301918, 'rating': 8.6}, 'aged_over_45': {'total_votes': 61202, 'rating': 8.4}, 'all_votes': {'total_votes': 820137, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 211083, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1125, 'rating': 8.7}, 'aged_30_44': {'total_votes': 259250, 'rating': 8.6}, 'aged_over_45': {'total_votes': 51629, 'rating': 8.4}, 'all_votes': {'total_votes': 550342, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0110413/ratings?ref_=tt_ov_rt'}","['English', 'Italian', 'French']"
264,"Spirited Away","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",1,"8.6","28 March 2003 (USA)","2h 5min",8,1,2,"http://www.imdb.com/title/tt0245429/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_29","2017-12-21 16:00:04.21926",485629,"{'total_votes': 485629, 'females': {'aged_18_29': {'total_votes': 56556, 'rating': 8.8}, 'aged_under_18': {'total_votes': 595, 'rating': 8.7}, 'aged_30_44': {'total_votes': 28263, 'rating': 8.7}, 'aged_over_45': {'total_votes': 4888, 'rating': 7.8}, 'all_votes': {'total_votes': 96109, 'rating': 8.8}}, 'votes_per_ratings': {'1': 7431, '5': 7201, '8': 104053, '2': 2095, '3': 2306, '6': 16505, '4': 3564, '7': 46387, '10': 155733, '9': 140354}, 'all_genders': {'aged_18_29': {'total_votes': 188111, 'rating': 8.7}, 'aged_under_18': {'total_votes': 1749, 'rating': 8.7}, 'aged_30_44': {'total_votes': 151443, 'rating': 8.5}, 'aged_over_45': {'total_votes': 26566, 'rating': 8.2}, 'all_votes': {'total_votes': 485629, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 129761, 'rating': 8.6}, 'aged_under_18': {'total_votes': 1144, 'rating': 8.7}, 'aged_30_44': {'total_votes': 121266, 'rating': 8.5}, 'aged_over_45': {'total_votes': 21167, 'rating': 8.2}, 'all_votes': {'total_votes': 287824, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0245429/ratings?ref_=tt_ov_rt'}","['Japanese', 'English']"
265,"American History X","A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.",1,"8.5","20 November 1998 (USA)","1h 59min",10,1,2,"http://www.imdb.com/title/tt0120586/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_31","2017-12-21 16:00:10.503173",869114,"{'total_votes': 869114, 'females': {'aged_18_29': {'total_votes': 50562, 'rating': 8.7}, 'aged_under_18': {'total_votes': 201, 'rating': 8.6}, 'aged_30_44': {'total_votes': 46080, 'rating': 8.6}, 'aged_over_45': {'total_votes': 7831, 'rating': 8.0}, 'all_votes': {'total_votes': 110423, 'rating': 8.6}}, 'votes_per_ratings': {'1': 5562, '5': 8717, '8': 240990, '2': 1815, '3': 2359, '6': 25230, '4': 3862, '7': 92614, '10': 199669, '9': 288296}, 'all_genders': {'aged_18_29': {'total_votes': 291109, 'rating': 8.7}, 'aged_under_18': {'total_votes': 1326, 'rating': 8.8}, 'aged_30_44': {'total_votes': 326317, 'rating': 8.5}, 'aged_over_45': {'total_votes': 50585, 'rating': 8.1}, 'all_votes': {'total_votes': 869114, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 238158, 'rating': 8.7}, 'aged_under_18': {'total_votes': 1116, 'rating': 8.8}, 'aged_30_44': {'total_votes': 276531, 'rating': 8.5}, 'aged_over_45': {'total_votes': 41983, 'rating': 8.1}, 'all_votes': {'total_votes': 588597, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0120586/ratings?ref_=tt_ov_rt'}","['English']"
266,"Once Upon a Time in the West","A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.",1,"8.6","4 July 1969 (USA)","2h 44min",9,1,2,"http://www.imdb.com/title/tt0064116/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_33","2017-12-21 16:00:16.259241",242847,"{'total_votes': 242847, 'females': {'aged_18_29': {'total_votes': 5504, 'rating': 8.1}, 'aged_under_18': {'total_votes': 41, 'rating': 8.1}, 'aged_30_44': {'total_votes': 6096, 'rating': 8.1}, 'aged_over_45': {'total_votes': 2984, 'rating': 7.9}, 'all_votes': {'total_votes': 15120, 'rating': 8.1}}, 'votes_per_ratings': {'1': 3962, '5': 4350, '8': 56003, '2': 1016, '3': 1294, '6': 9744, '4': 1894, '7': 26857, '10': 71188, '9': 66539}, 'all_genders': {'aged_18_29': {'total_votes': 66106, 'rating': 8.5}, 'aged_under_18': {'total_votes': 406, 'rating': 8.7}, 'aged_30_44': {'total_votes': 93559, 'rating': 8.6}, 'aged_over_45': {'total_votes': 32080, 'rating': 8.5}, 'all_votes': {'total_votes': 242847, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 60116, 'rating': 8.6}, 'aged_under_18': {'total_votes': 365, 'rating': 8.7}, 'aged_30_44': {'total_votes': 86586, 'rating': 8.6}, 'aged_over_45': {'total_votes': 28658, 'rating': 8.5}, 'all_votes': {'total_votes': 182090, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0064116/ratings?ref_=tt_ov_rt'}","['Italian', 'Spanish']"
268,"City Lights","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",1,"8.6","7 March 1931 (USA)","1h 27min",7,1,2,"http://www.imdb.com/title/tt0021749/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_37","2017-12-21 16:00:30.388042",125757,"{'total_votes': 125757, 'females': {'aged_18_29': {'total_votes': 6586, 'rating': 8.6}, 'aged_under_18': {'total_votes': 42, 'rating': 9.0}, 'aged_30_44': {'total_votes': 5165, 'rating': 8.5}, 'aged_over_45': {'total_votes': 2479, 'rating': 8.6}, 'all_votes': {'total_votes': 14806, 'rating': 8.5}}, 'votes_per_ratings': {'1': 2539, '5': 2265, '8': 29088, '2': 623, '3': 736, '6': 4631, '4': 1080, '7': 12956, '10': 38214, '9': 33625}, 'all_genders': {'aged_18_29': {'total_votes': 42350, 'rating': 8.6}, 'aged_under_18': {'total_votes': 362, 'rating': 8.7}, 'aged_30_44': {'total_votes': 41336, 'rating': 8.5}, 'aged_over_45': {'total_votes': 15421, 'rating': 8.6}, 'all_votes': {'total_votes': 125757, 'rating': 8.6}}, 'males': {'aged_18_29': {'total_votes': 35443, 'rating': 8.6}, 'aged_under_18': {'total_votes': 320, 'rating': 8.7}, 'aged_30_44': {'total_votes': 35740, 'rating': 8.5}, 'aged_over_45': {'total_votes': 12731, 'rating': 8.5}, 'all_votes': {'total_votes': 87386, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0021749/ratings?ref_=tt_ov_rt'}","['English']"
