"actor_id","content_id","last_updated"
1755,133,"2017-12-20 22:07:48.217769"
1756,133,"2017-12-20 22:07:48.217769"
921,134,"2017-12-20 22:08:05.271137"
1111,134,"2017-12-20 22:08:05.271137"
1757,134,"2017-12-20 22:08:05.271137"
1758,134,"2017-12-20 22:08:05.271137"
1759,134,"2017-12-20 22:08:05.271137"
1366,134,"2017-12-20 22:08:05.271137"
1760,134,"2017-12-20 22:08:05.271137"
1761,134,"2017-12-20 22:08:05.271137"
1762,134,"2017-12-20 22:08:05.271137"
1763,134,"2017-12-20 22:08:05.271137"
1764,135,"2017-12-21 10:01:21.162218"
1765,135,"2017-12-21 10:01:21.162218"
1766,135,"2017-12-21 10:01:21.162218"
1767,135,"2017-12-21 10:01:21.162218"
1768,135,"2017-12-21 10:01:21.162218"
600,135,"2017-12-21 10:01:21.162218"
1769,135,"2017-12-21 10:01:21.162218"
1770,136,"2017-12-21 10:01:32.452729"
1771,136,"2017-12-21 10:01:32.452729"
1772,136,"2017-12-21 10:01:32.452729"
1773,136,"2017-12-21 10:01:32.452729"
1774,136,"2017-12-21 10:01:32.452729"
1775,136,"2017-12-21 10:01:32.452729"
1776,136,"2017-12-21 10:01:32.452729"
1777,136,"2017-12-21 10:01:32.452729"
1778,136,"2017-12-21 10:01:32.452729"
1779,136,"2017-12-21 10:01:32.452729"
1780,136,"2017-12-21 10:01:32.452729"
1781,136,"2017-12-21 10:01:32.452729"
1782,136,"2017-12-21 10:01:32.452729"
1783,136,"2017-12-21 10:01:32.452729"
1784,136,"2017-12-21 10:01:32.452729"
1785,136,"2017-12-21 10:01:32.452729"
1786,136,"2017-12-21 10:01:32.452729"
1787,136,"2017-12-21 10:01:32.452729"
1788,136,"2017-12-21 10:01:32.452729"
1789,136,"2017-12-21 10:01:32.452729"
446,136,"2017-12-21 10:01:32.452729"
1519,136,"2017-12-21 10:01:32.452729"
1790,137,"2017-12-21 10:02:09.57773"
1791,137,"2017-12-21 10:02:09.57773"
1792,137,"2017-12-21 10:02:09.57773"
1793,137,"2017-12-21 10:02:09.57773"
1794,137,"2017-12-21 10:02:09.57773"
1795,137,"2017-12-21 10:02:09.57773"
329,137,"2017-12-21 10:02:09.57773"
44,137,"2017-12-21 10:02:09.57773"
1796,137,"2017-12-21 10:02:09.57773"
541,137,"2017-12-21 10:02:09.57773"
1797,137,"2017-12-21 10:02:09.57773"
1798,137,"2017-12-21 10:02:09.57773"
1799,137,"2017-12-21 10:02:09.57773"
1800,137,"2017-12-21 10:02:09.57773"
1801,137,"2017-12-21 10:02:09.57773"
1802,137,"2017-12-21 10:02:09.57773"
1803,137,"2017-12-21 10:02:09.57773"
1804,137,"2017-12-21 10:02:09.57773"
1805,137,"2017-12-21 10:02:09.57773"
1806,137,"2017-12-21 10:02:09.57773"
1807,137,"2017-12-21 10:02:09.57773"
1808,137,"2017-12-21 10:02:09.57773"
1809,137,"2017-12-21 10:02:09.57773"
1810,137,"2017-12-21 10:02:09.57773"
582,137,"2017-12-21 10:02:09.57773"
1811,137,"2017-12-21 10:02:09.57773"
1812,137,"2017-12-21 10:02:09.57773"
1813,137,"2017-12-21 10:02:09.57773"
1814,137,"2017-12-21 10:02:09.57773"
1815,137,"2017-12-21 10:02:09.57773"
1816,137,"2017-12-21 10:02:09.57773"
1817,138,"2017-12-21 10:02:17.88267"
775,138,"2017-12-21 10:02:17.88267"
18,138,"2017-12-21 10:02:17.88267"
1818,138,"2017-12-21 10:02:17.88267"
1819,138,"2017-12-21 10:02:17.88267"
1820,139,"2017-12-21 10:19:50.658402"
1821,139,"2017-12-21 10:19:50.658402"
1822,139,"2017-12-21 10:19:50.658402"
1823,139,"2017-12-21 10:19:50.658402"
1824,140,"2017-12-21 10:24:40.818333"
1825,140,"2017-12-21 10:24:40.818333"
1826,140,"2017-12-21 10:24:40.818333"
1604,140,"2017-12-21 10:24:40.818333"
1465,140,"2017-12-21 10:24:40.818333"
1827,140,"2017-12-21 10:24:40.818333"
1828,140,"2017-12-21 10:24:40.818333"
1829,140,"2017-12-21 10:24:40.818333"
1830,140,"2017-12-21 10:24:40.818333"
1831,140,"2017-12-21 10:24:40.818333"
1832,140,"2017-12-21 10:24:40.818333"
1833,140,"2017-12-21 10:24:40.818333"
1834,140,"2017-12-21 10:24:40.818333"
1835,140,"2017-12-21 10:24:40.818333"
1836,140,"2017-12-21 10:24:40.818333"
1837,140,"2017-12-21 10:24:40.818333"
1838,140,"2017-12-21 10:24:40.818333"
1839,140,"2017-12-21 10:24:40.818333"
1840,140,"2017-12-21 10:24:40.818333"
1841,140,"2017-12-21 10:24:40.818333"
1842,140,"2017-12-21 10:24:40.818333"
1843,140,"2017-12-21 10:24:40.818333"
1844,140,"2017-12-21 10:24:40.818333"
1845,140,"2017-12-21 10:24:40.818333"
1846,140,"2017-12-21 10:24:40.818333"
1847,140,"2017-12-21 10:24:40.818333"
1848,140,"2017-12-21 10:24:40.818333"
1849,140,"2017-12-21 10:24:40.818333"
1850,140,"2017-12-21 10:24:40.818333"
1851,140,"2017-12-21 10:24:40.818333"
930,140,"2017-12-21 10:24:40.818333"
1852,140,"2017-12-21 10:24:40.818333"
1853,140,"2017-12-21 10:24:40.818333"
1854,140,"2017-12-21 10:24:40.818333"
1542,141,"2017-12-21 10:24:47.944972"
1855,141,"2017-12-21 10:24:47.944972"
1856,141,"2017-12-21 10:24:47.944972"
1857,141,"2017-12-21 10:24:47.944972"
1858,141,"2017-12-21 10:24:47.944972"
1859,141,"2017-12-21 10:24:47.944972"
1860,141,"2017-12-21 10:24:47.944972"
1861,141,"2017-12-21 10:24:47.944972"
1862,141,"2017-12-21 10:24:47.944972"
1863,141,"2017-12-21 10:24:47.944972"
389,142,"2017-12-21 10:26:42.971409"
1864,142,"2017-12-21 10:26:42.971409"
1865,142,"2017-12-21 10:26:42.971409"
442,142,"2017-12-21 10:26:42.971409"
1866,142,"2017-12-21 10:26:42.971409"
17,142,"2017-12-21 10:26:42.971409"
1867,142,"2017-12-21 10:26:42.971409"
1868,143,"2017-12-21 10:27:45.699561"
1869,143,"2017-12-21 10:27:45.699561"
1870,143,"2017-12-21 10:27:45.699561"
1871,143,"2017-12-21 10:27:45.699561"
1872,143,"2017-12-21 10:27:45.699561"
1873,143,"2017-12-21 10:27:45.699561"
1874,143,"2017-12-21 10:27:45.699561"
114,143,"2017-12-21 10:27:45.699561"
1875,143,"2017-12-21 10:27:45.699561"
1876,143,"2017-12-21 10:27:45.699561"
1877,143,"2017-12-21 10:27:45.699561"
1878,143,"2017-12-21 10:27:45.699561"
1879,143,"2017-12-21 10:27:45.699561"
1880,143,"2017-12-21 10:27:45.699561"
1881,143,"2017-12-21 10:27:45.699561"
1882,143,"2017-12-21 10:27:45.699561"
1883,143,"2017-12-21 10:27:45.699561"
1884,143,"2017-12-21 10:27:45.699561"
1885,144,"2017-12-21 10:32:39.639793"
1886,144,"2017-12-21 10:32:39.639793"
1887,144,"2017-12-21 10:32:39.639793"
1888,144,"2017-12-21 10:32:39.639793"
1056,145,"2017-12-21 10:44:18.22385"
1889,145,"2017-12-21 10:44:18.22385"
1890,145,"2017-12-21 10:44:18.22385"
205,145,"2017-12-21 10:44:18.22385"
1891,145,"2017-12-21 10:44:18.22385"
1892,145,"2017-12-21 10:44:18.22385"
93,145,"2017-12-21 10:44:18.22385"
1687,145,"2017-12-21 10:44:18.22385"
1893,145,"2017-12-21 10:44:18.22385"
191,145,"2017-12-21 10:44:18.22385"
1894,145,"2017-12-21 10:44:18.22385"
1895,145,"2017-12-21 10:44:18.22385"
1896,145,"2017-12-21 10:44:18.22385"
1897,145,"2017-12-21 10:44:18.22385"
1898,145,"2017-12-21 10:44:18.22385"
1899,145,"2017-12-21 10:44:18.22385"
1900,145,"2017-12-21 10:44:18.22385"
1901,145,"2017-12-21 10:44:18.22385"
1902,145,"2017-12-21 10:44:18.22385"
1903,145,"2017-12-21 10:44:18.22385"
1904,145,"2017-12-21 10:44:18.22385"
1905,145,"2017-12-21 10:44:18.22385"
1906,145,"2017-12-21 10:44:18.22385"
1375,145,"2017-12-21 10:44:18.22385"
1907,146,"2017-12-21 10:44:35.119841"
1908,146,"2017-12-21 10:44:35.119841"
1909,146,"2017-12-21 10:44:35.119841"
1910,146,"2017-12-21 10:44:35.119841"
1359,146,"2017-12-21 10:44:35.119841"
1911,146,"2017-12-21 10:44:35.119841"
817,147,"2017-12-21 10:44:48.931708"
836,147,"2017-12-21 10:44:48.931708"
831,147,"2017-12-21 10:44:48.931708"
1912,147,"2017-12-21 10:44:48.931708"
1913,147,"2017-12-21 10:44:48.931708"
1914,147,"2017-12-21 10:44:48.931708"
1915,147,"2017-12-21 10:44:48.931708"
830,147,"2017-12-21 10:44:48.931708"
1916,147,"2017-12-21 10:44:48.931708"
1830,147,"2017-12-21 10:44:48.931708"
1917,147,"2017-12-21 10:44:48.931708"
833,147,"2017-12-21 10:44:48.931708"
1918,147,"2017-12-21 10:44:48.931708"
1919,147,"2017-12-21 10:44:48.931708"
1920,147,"2017-12-21 10:44:48.931708"
1921,148,"2017-12-21 10:44:56.354276"
1922,148,"2017-12-21 10:44:56.354276"
1923,148,"2017-12-21 10:44:56.354276"
1924,148,"2017-12-21 10:44:56.354276"
1925,149,"2017-12-21 10:45:34.472028"
1926,149,"2017-12-21 10:45:34.472028"
1927,149,"2017-12-21 10:45:34.472028"
1928,149,"2017-12-21 10:45:34.472028"
1929,149,"2017-12-21 10:45:34.472028"
1930,149,"2017-12-21 10:45:34.472028"
1931,149,"2017-12-21 10:45:34.472028"
1932,149,"2017-12-21 10:45:34.472028"
1933,149,"2017-12-21 10:45:34.472028"
1934,149,"2017-12-21 10:45:34.472028"
1935,149,"2017-12-21 10:45:34.472028"
1936,149,"2017-12-21 10:45:34.472028"
1937,149,"2017-12-21 10:45:34.472028"
1938,149,"2017-12-21 10:45:34.472028"
1939,149,"2017-12-21 10:45:34.472028"
1940,149,"2017-12-21 10:45:34.472028"
1941,149,"2017-12-21 10:45:34.472028"
1942,149,"2017-12-21 10:45:34.472028"
1943,150,"2017-12-21 10:45:54.966434"
39,150,"2017-12-21 10:45:54.966434"
1944,150,"2017-12-21 10:45:54.966434"
660,150,"2017-12-21 10:45:54.966434"
1945,150,"2017-12-21 10:45:54.966434"
1946,150,"2017-12-21 10:45:54.966434"
1947,150,"2017-12-21 10:45:54.966434"
1948,150,"2017-12-21 10:45:54.966434"
1949,150,"2017-12-21 10:45:54.966434"
1950,150,"2017-12-21 10:45:54.966434"
1951,150,"2017-12-21 10:45:54.966434"
1952,150,"2017-12-21 10:45:54.966434"
1953,150,"2017-12-21 10:45:54.966434"
1954,150,"2017-12-21 10:45:54.966434"
1955,150,"2017-12-21 10:45:54.966434"
1956,150,"2017-12-21 10:45:54.966434"
1957,150,"2017-12-21 10:45:54.966434"
1958,150,"2017-12-21 10:45:54.966434"
1959,150,"2017-12-21 10:45:54.966434"
1960,150,"2017-12-21 10:45:54.966434"
1961,150,"2017-12-21 10:45:54.966434"
1962,150,"2017-12-21 10:45:54.966434"
1963,150,"2017-12-21 10:45:54.966434"
1964,150,"2017-12-21 10:45:54.966434"
1965,151,"2017-12-21 10:46:06.721219"
648,151,"2017-12-21 10:46:06.721219"
1966,151,"2017-12-21 10:46:06.721219"
1967,151,"2017-12-21 10:46:06.721219"
1968,151,"2017-12-21 10:46:06.721219"
1969,151,"2017-12-21 10:46:06.721219"
1970,151,"2017-12-21 10:46:06.721219"
1971,151,"2017-12-21 10:46:06.721219"
1972,151,"2017-12-21 10:46:06.721219"
1973,151,"2017-12-21 10:46:06.721219"
1974,151,"2017-12-21 10:46:06.721219"
1975,151,"2017-12-21 10:46:06.721219"
1976,151,"2017-12-21 10:46:06.721219"
1977,151,"2017-12-21 10:46:06.721219"
1978,151,"2017-12-21 10:46:06.721219"
1979,151,"2017-12-21 10:46:06.721219"
1980,151,"2017-12-21 10:46:06.721219"
1981,151,"2017-12-21 10:46:06.721219"
1982,151,"2017-12-21 10:46:06.721219"
1983,151,"2017-12-21 10:46:06.721219"
1984,151,"2017-12-21 10:46:06.721219"
1985,151,"2017-12-21 10:46:06.721219"
1986,152,"2017-12-21 10:46:12.989953"
1987,152,"2017-12-21 10:46:12.989953"
1988,152,"2017-12-21 10:46:12.989953"
1989,152,"2017-12-21 10:46:12.989953"
1990,152,"2017-12-21 10:46:12.989953"
1965,152,"2017-12-21 10:46:12.989953"
1991,152,"2017-12-21 10:46:12.989953"
1992,152,"2017-12-21 10:46:12.989953"
1993,152,"2017-12-21 10:46:12.989953"
1994,152,"2017-12-21 10:46:12.989953"
1995,152,"2017-12-21 10:46:12.989953"
1996,152,"2017-12-21 10:46:12.989953"
1997,152,"2017-12-21 10:46:12.989953"
1998,152,"2017-12-21 10:46:12.989953"
1999,152,"2017-12-21 10:46:12.989953"
2000,152,"2017-12-21 10:46:12.989953"
2001,152,"2017-12-21 10:46:12.989953"
2002,152,"2017-12-21 10:46:12.989953"
2003,153,"2017-12-21 10:51:33.610788"
2004,153,"2017-12-21 10:51:33.610788"
2005,153,"2017-12-21 10:51:33.610788"
2006,153,"2017-12-21 10:51:33.610788"
2007,154,"2017-12-21 10:52:06.19426"
907,155,"2017-12-21 10:52:56.24765"
906,155,"2017-12-21 10:52:56.24765"
914,155,"2017-12-21 10:52:56.24765"
909,155,"2017-12-21 10:52:56.24765"
920,155,"2017-12-21 10:52:56.24765"
2008,155,"2017-12-21 10:52:56.24765"
2009,155,"2017-12-21 10:52:56.24765"
2010,155,"2017-12-21 10:52:56.24765"
2011,155,"2017-12-21 10:52:56.24765"
635,155,"2017-12-21 10:52:56.24765"
917,155,"2017-12-21 10:52:56.24765"
2012,156,"2017-12-21 10:53:17.26866"
2013,156,"2017-12-21 10:53:17.26866"
911,156,"2017-12-21 10:53:17.26866"
2014,156,"2017-12-21 10:53:17.26866"
632,156,"2017-12-21 10:53:17.26866"
915,156,"2017-12-21 10:53:17.26866"
2015,156,"2017-12-21 10:53:17.26866"
740,156,"2017-12-21 10:53:17.26866"
2016,156,"2017-12-21 10:53:17.26866"
2017,156,"2017-12-21 10:53:17.26866"
2018,156,"2017-12-21 10:53:17.26866"
2019,156,"2017-12-21 10:53:17.26866"
2020,156,"2017-12-21 10:53:17.26866"
2021,156,"2017-12-21 10:53:17.26866"
2022,156,"2017-12-21 10:53:17.26866"
2023,156,"2017-12-21 10:53:17.26866"
1316,157,"2017-12-21 10:53:56.799868"
2024,157,"2017-12-21 10:53:56.799868"
2025,157,"2017-12-21 10:53:56.799868"
2026,157,"2017-12-21 10:53:56.799868"
2027,157,"2017-12-21 10:53:56.799868"
2028,157,"2017-12-21 10:53:56.799868"
2029,157,"2017-12-21 10:53:56.799868"
2030,157,"2017-12-21 10:53:56.799868"
2031,157,"2017-12-21 10:53:56.799868"
2032,157,"2017-12-21 10:53:56.799868"
2033,157,"2017-12-21 10:53:56.799868"
1549,157,"2017-12-21 10:53:56.799868"
2034,157,"2017-12-21 10:53:56.799868"
2035,157,"2017-12-21 10:53:56.799868"
2036,157,"2017-12-21 10:53:56.799868"
2037,157,"2017-12-21 10:53:56.799868"
2038,157,"2017-12-21 10:53:56.799868"
2039,157,"2017-12-21 10:53:56.799868"
2040,157,"2017-12-21 10:53:56.799868"
2041,157,"2017-12-21 10:53:56.799868"
2042,157,"2017-12-21 10:53:56.799868"
2043,157,"2017-12-21 10:53:56.799868"
2044,157,"2017-12-21 10:53:56.799868"
2045,158,"2017-12-21 10:54:03.307432"
2046,158,"2017-12-21 10:54:03.307432"
2047,158,"2017-12-21 10:54:03.307432"
2048,158,"2017-12-21 10:54:03.307432"
600,159,"2017-12-21 10:54:16.234085"
2049,159,"2017-12-21 10:54:16.234085"
2050,159,"2017-12-21 10:54:16.234085"
601,159,"2017-12-21 10:54:16.234085"
2051,160,"2017-12-21 10:54:26.573105"
2052,160,"2017-12-21 10:54:26.573105"
2053,160,"2017-12-21 10:54:26.573105"
2054,161,"2017-12-21 10:56:22.348603"
2055,161,"2017-12-21 10:56:22.348603"
2056,161,"2017-12-21 10:56:22.348603"
2057,161,"2017-12-21 10:56:22.348603"
2058,161,"2017-12-21 10:56:22.348603"
2059,161,"2017-12-21 10:56:22.348603"
2037,161,"2017-12-21 10:56:22.348603"
2060,161,"2017-12-21 10:56:22.348603"
2061,162,"2017-12-21 10:56:57.527651"
2062,162,"2017-12-21 10:56:57.527651"
2063,162,"2017-12-21 10:56:57.527651"
2064,162,"2017-12-21 10:56:57.527651"
2065,162,"2017-12-21 10:56:57.527651"
2066,162,"2017-12-21 10:56:57.527651"
2067,162,"2017-12-21 10:56:57.527651"
2068,162,"2017-12-21 10:56:57.527651"
2069,163,"2017-12-21 10:59:56.005479"
160,163,"2017-12-21 10:59:56.005479"
2070,163,"2017-12-21 10:59:56.005479"
2071,163,"2017-12-21 10:59:56.005479"
2072,163,"2017-12-21 10:59:56.005479"
2073,163,"2017-12-21 10:59:56.005479"
2074,163,"2017-12-21 10:59:56.005479"
2075,163,"2017-12-21 10:59:56.005479"
2076,164,"2017-12-21 11:00:01.837385"
2077,164,"2017-12-21 11:00:01.837385"
2078,164,"2017-12-21 11:00:01.837385"
2079,164,"2017-12-21 11:00:01.837385"
2080,164,"2017-12-21 11:00:01.837385"
2081,164,"2017-12-21 11:00:01.837385"
2082,164,"2017-12-21 11:00:01.837385"
2083,164,"2017-12-21 11:00:01.837385"
569,164,"2017-12-21 11:00:01.837385"
2084,164,"2017-12-21 11:00:01.837385"
2085,164,"2017-12-21 11:00:01.837385"
2086,164,"2017-12-21 11:00:01.837385"
1241,165,"2017-12-21 11:00:17.599183"
2087,165,"2017-12-21 11:00:17.599183"
2088,165,"2017-12-21 11:00:17.599183"
2089,165,"2017-12-21 11:00:17.599183"
2090,165,"2017-12-21 11:00:17.599183"
2091,165,"2017-12-21 11:00:17.599183"
2092,165,"2017-12-21 11:00:17.599183"
552,166,"2017-12-21 11:00:49.352912"
2093,167,"2017-12-21 11:00:56.176948"
2094,167,"2017-12-21 11:00:56.176948"
2095,167,"2017-12-21 11:00:56.176948"
2096,167,"2017-12-21 11:00:56.176948"
2097,167,"2017-12-21 11:00:56.176948"
1082,167,"2017-12-21 11:00:56.176948"
2098,167,"2017-12-21 11:00:56.176948"
2099,167,"2017-12-21 11:00:56.176948"
1507,167,"2017-12-21 11:00:56.176948"
2100,167,"2017-12-21 11:00:56.176948"
495,167,"2017-12-21 11:00:56.176948"
2101,167,"2017-12-21 11:00:56.176948"
2102,167,"2017-12-21 11:00:56.176948"
2103,167,"2017-12-21 11:00:56.176948"
2104,167,"2017-12-21 11:00:56.176948"
2105,167,"2017-12-21 11:00:56.176948"
2106,167,"2017-12-21 11:00:56.176948"
2107,167,"2017-12-21 11:00:56.176948"
2108,167,"2017-12-21 11:00:56.176948"
2109,167,"2017-12-21 11:00:56.176948"
2110,167,"2017-12-21 11:00:56.176948"
2111,167,"2017-12-21 11:00:56.176948"
2112,167,"2017-12-21 11:00:56.176948"
2113,168,"2017-12-21 11:01:06.007984"
2114,168,"2017-12-21 11:01:06.007984"
2115,168,"2017-12-21 11:01:06.007984"
1320,168,"2017-12-21 11:01:06.007984"
1509,168,"2017-12-21 11:01:06.007984"
2116,168,"2017-12-21 11:01:06.007984"
2117,168,"2017-12-21 11:01:06.007984"
2118,168,"2017-12-21 11:01:06.007984"
2119,168,"2017-12-21 11:01:06.007984"
2120,168,"2017-12-21 11:01:06.007984"
2121,168,"2017-12-21 11:01:06.007984"
2122,168,"2017-12-21 11:01:06.007984"
1495,168,"2017-12-21 11:01:06.007984"
1318,168,"2017-12-21 11:01:06.007984"
2123,168,"2017-12-21 11:01:06.007984"
2124,168,"2017-12-21 11:01:06.007984"
1867,168,"2017-12-21 11:01:06.007984"
2125,168,"2017-12-21 11:01:06.007984"
17,168,"2017-12-21 11:01:06.007984"
2126,168,"2017-12-21 11:01:06.007984"
2127,168,"2017-12-21 11:01:06.007984"
2128,168,"2017-12-21 11:01:06.007984"
2129,168,"2017-12-21 11:01:06.007984"
2130,168,"2017-12-21 11:01:06.007984"
2131,169,"2017-12-21 11:01:20.77614"
2132,169,"2017-12-21 11:01:20.77614"
2133,169,"2017-12-21 11:01:20.77614"
2134,169,"2017-12-21 11:01:20.77614"
2135,169,"2017-12-21 11:01:20.77614"
2136,169,"2017-12-21 11:01:20.77614"
2137,169,"2017-12-21 11:01:20.77614"
2138,169,"2017-12-21 11:01:20.77614"
2139,169,"2017-12-21 11:01:20.77614"
2140,169,"2017-12-21 11:01:20.77614"
2141,169,"2017-12-21 11:01:20.77614"
2142,169,"2017-12-21 11:01:20.77614"
2143,169,"2017-12-21 11:01:20.77614"
2144,169,"2017-12-21 11:01:20.77614"
2145,169,"2017-12-21 11:01:20.77614"
2146,169,"2017-12-21 11:01:20.77614"
2147,169,"2017-12-21 11:01:20.77614"
2148,169,"2017-12-21 11:01:20.77614"
2149,169,"2017-12-21 11:01:20.77614"
2150,169,"2017-12-21 11:01:20.77614"
2151,169,"2017-12-21 11:01:20.77614"
2152,169,"2017-12-21 11:01:20.77614"
2153,170,"2017-12-21 11:01:27.504437"
1332,170,"2017-12-21 11:01:27.504437"
2154,170,"2017-12-21 11:01:27.504437"
2155,171,"2017-12-21 11:01:37.321862"
2156,171,"2017-12-21 11:01:37.321862"
2157,171,"2017-12-21 11:01:37.321862"
136,171,"2017-12-21 11:01:37.321862"
2158,171,"2017-12-21 11:01:37.321862"
2159,171,"2017-12-21 11:01:37.321862"
1361,171,"2017-12-21 11:01:37.321862"
2160,171,"2017-12-21 11:01:37.321862"
2161,172,"2017-12-21 11:01:51.297955"
2162,172,"2017-12-21 11:01:51.297955"
2163,172,"2017-12-21 11:01:51.297955"
2164,172,"2017-12-21 11:01:51.297955"
2165,172,"2017-12-21 11:01:51.297955"
1325,172,"2017-12-21 11:01:51.297955"
2166,172,"2017-12-21 11:01:51.297955"
1326,172,"2017-12-21 11:01:51.297955"
2167,172,"2017-12-21 11:01:51.297955"
2168,173,"2017-12-21 11:01:59.751942"
2169,173,"2017-12-21 11:01:59.751942"
775,173,"2017-12-21 11:01:59.751942"
783,173,"2017-12-21 11:01:59.751942"
1765,173,"2017-12-21 11:01:59.751942"
2170,173,"2017-12-21 11:01:59.751942"
20,173,"2017-12-21 11:01:59.751942"
2171,173,"2017-12-21 11:01:59.751942"
2172,174,"2017-12-21 11:02:26.07832"
2169,174,"2017-12-21 11:02:26.07832"
2173,174,"2017-12-21 11:02:26.07832"
2174,174,"2017-12-21 11:02:26.07832"
2175,174,"2017-12-21 11:02:26.07832"
2176,174,"2017-12-21 11:02:26.07832"
927,174,"2017-12-21 11:02:26.07832"
2177,174,"2017-12-21 11:02:26.07832"
2178,174,"2017-12-21 11:02:26.07832"
2179,174,"2017-12-21 11:02:26.07832"
2180,174,"2017-12-21 11:02:26.07832"
2181,174,"2017-12-21 11:02:26.07832"
2182,174,"2017-12-21 11:02:26.07832"
2183,174,"2017-12-21 11:02:26.07832"
2184,174,"2017-12-21 11:02:26.07832"
2185,174,"2017-12-21 11:02:26.07832"
2186,175,"2017-12-21 11:02:51.292676"
2187,175,"2017-12-21 11:02:51.292676"
2188,175,"2017-12-21 11:02:51.292676"
2189,175,"2017-12-21 11:02:51.292676"
2190,175,"2017-12-21 11:02:51.292676"
161,175,"2017-12-21 11:02:51.292676"
2191,176,"2017-12-21 11:03:12.521064"
2192,177,"2017-12-21 11:03:55.277458"
2193,177,"2017-12-21 11:03:55.277458"
2194,177,"2017-12-21 11:03:55.277458"
2195,177,"2017-12-21 11:03:55.277458"
2196,177,"2017-12-21 11:03:55.277458"
2197,177,"2017-12-21 11:03:55.277458"
2198,177,"2017-12-21 11:03:55.277458"
2199,177,"2017-12-21 11:03:55.277458"
2200,177,"2017-12-21 11:03:55.277458"
2201,177,"2017-12-21 11:03:55.277458"
2202,177,"2017-12-21 11:03:55.277458"
2203,177,"2017-12-21 11:03:55.277458"
2204,177,"2017-12-21 11:03:55.277458"
2205,177,"2017-12-21 11:03:55.277458"
2206,177,"2017-12-21 11:03:55.277458"
2207,178,"2017-12-21 11:04:09.329942"
2208,178,"2017-12-21 11:04:09.329942"
2209,178,"2017-12-21 11:04:09.329942"
2210,178,"2017-12-21 11:04:09.329942"
1224,178,"2017-12-21 11:04:09.329942"
2211,178,"2017-12-21 11:04:09.329942"
2212,178,"2017-12-21 11:04:09.329942"
2213,178,"2017-12-21 11:04:09.329942"
2214,178,"2017-12-21 11:04:09.329942"
2215,178,"2017-12-21 11:04:09.329942"
2216,178,"2017-12-21 11:04:09.329942"
2217,178,"2017-12-21 11:04:09.329942"
2218,178,"2017-12-21 11:04:09.329942"
1570,178,"2017-12-21 11:04:09.329942"
2219,178,"2017-12-21 11:04:09.329942"
2220,178,"2017-12-21 11:04:09.329942"
2221,178,"2017-12-21 11:04:09.329942"
2222,178,"2017-12-21 11:04:09.329942"
2223,178,"2017-12-21 11:04:09.329942"
2224,178,"2017-12-21 11:04:09.329942"
2225,178,"2017-12-21 11:04:09.329942"
2226,178,"2017-12-21 11:04:09.329942"
2227,178,"2017-12-21 11:04:09.329942"
2228,178,"2017-12-21 11:04:09.329942"
2229,178,"2017-12-21 11:04:09.329942"
2230,178,"2017-12-21 11:04:09.329942"
1775,178,"2017-12-21 11:04:09.329942"
2231,178,"2017-12-21 11:04:09.329942"
2232,178,"2017-12-21 11:04:09.329942"
2233,179,"2017-12-21 11:04:18.769732"
953,179,"2017-12-21 11:04:18.769732"
2234,179,"2017-12-21 11:04:18.769732"
2235,179,"2017-12-21 11:04:18.769732"
2236,179,"2017-12-21 11:04:18.769732"
2237,179,"2017-12-21 11:04:18.769732"
2238,179,"2017-12-21 11:04:18.769732"
2239,179,"2017-12-21 11:04:18.769732"
2240,179,"2017-12-21 11:04:18.769732"
2241,179,"2017-12-21 11:04:18.769732"
2242,180,"2017-12-21 11:04:31.417398"
2243,180,"2017-12-21 11:04:31.417398"
2244,180,"2017-12-21 11:04:31.417398"
2245,180,"2017-12-21 11:04:31.417398"
2246,180,"2017-12-21 11:04:31.417398"
2247,180,"2017-12-21 11:04:31.417398"
2248,180,"2017-12-21 11:04:31.417398"
2249,180,"2017-12-21 11:04:31.417398"
2250,180,"2017-12-21 11:04:31.417398"
2251,180,"2017-12-21 11:04:31.417398"
2252,180,"2017-12-21 11:04:31.417398"
2253,180,"2017-12-21 11:04:31.417398"
2254,180,"2017-12-21 11:04:31.417398"
2255,180,"2017-12-21 11:04:31.417398"
2256,180,"2017-12-21 11:04:31.417398"
2257,180,"2017-12-21 11:04:31.417398"
2258,180,"2017-12-21 11:04:31.417398"
2111,180,"2017-12-21 11:04:31.417398"
2259,180,"2017-12-21 11:04:31.417398"
2260,180,"2017-12-21 11:04:31.417398"
2261,180,"2017-12-21 11:04:31.417398"
2039,180,"2017-12-21 11:04:31.417398"
2262,180,"2017-12-21 11:04:31.417398"
2263,180,"2017-12-21 11:04:31.417398"
2264,180,"2017-12-21 11:04:31.417398"
2265,180,"2017-12-21 11:04:31.417398"
2266,180,"2017-12-21 11:04:31.417398"
2267,180,"2017-12-21 11:04:31.417398"
2268,180,"2017-12-21 11:04:31.417398"
2269,180,"2017-12-21 11:04:31.417398"
2270,180,"2017-12-21 11:04:31.417398"
2271,180,"2017-12-21 11:04:31.417398"
2272,180,"2017-12-21 11:04:31.417398"
2273,180,"2017-12-21 11:04:31.417398"
2274,180,"2017-12-21 11:04:31.417398"
2275,180,"2017-12-21 11:04:31.417398"
2112,180,"2017-12-21 11:04:31.417398"
2276,180,"2017-12-21 11:04:31.417398"
2277,180,"2017-12-21 11:04:31.417398"
2278,180,"2017-12-21 11:04:31.417398"
2279,181,"2017-12-21 11:04:36.756113"
